processed_tweet,username
 im not suicid but if a car wa come at me i wouldnt necessarili run out of the way id just stand there,Depressed2102
 i hate when peopl worri about me i open up to my boss tonight and now she spend the entir weekend worri about me great,Depressed2102
 i waday clean then i realiz how good the blade felt against my skin and i just did itday down the drain,Depressed2102
 shout out to for be there for me tonight,Depressed2102
 okay nobodi out there want to talk ill just listen to my music,Depressed2102
 pleas,Depressed2102
 anybodi,Depressed2102
 who want to talk i could realli use someon,Depressed2102
 i guess i spoke too soon in my last tweet back in that depress state again,Depressed2102
 proud to say that it almost beenyear sinc ive last cut and i believ i am complet recov i have those night but everyon doe,Depressed2102
 peopl like you are the reason i have fuck mental issu,Depressed2102
 my flashback scare me,Depressed2102
 im so sick of be play dont tell me im beauti and then say oh yeah i wa just fuck with your head cuz i thought itd be funni,Depressed2102
 done tell peopl my issu they cant keep quiet,Depressed2102
 peopl alway say oh im scar for life now you dont know what it actual like to be scar for life take a walk in my shoe,Depressed2102
 she said that it wont last forev these thought will go away wish they would go away now,Depressed2102
 wish i had a way to cope with all thi besid cut im not gonna relaps i cant wish i had her so i could text her,Depressed2102
 again just gonna sleep it all away,Depressed2102
 my thought actual scare me,Depressed2102
 scare of these thought linger in my head,Depressed2102
 got to see my idol the other day wish she wa still here to help me with everyth miss her,Depressed2102
 if it wasnt for that douch i wouldnt be the way i am today ,Depressed2102
 realli cant even describ my feel rn,Depressed2102
day clean,Depressed2102
more follow and ill be atlove you guy,Depressed2102
 but i cant sleep becaus that thought just keep linger omg i just want to cri,Depressed2102
 well i guess ill get some sleep,Depressed2102
 peopl say forget the past but i cant after what happen i just cant it haunt me and it will forev,Depressed2102
 ill just text her in the morn,Depressed2102
 ugh i need to vent to my best friend but she probabl sleep becaus it like midnight where i am,Depressed2102
 the past haunt me ,Depressed2102
 im never good enough for anyon,Depressed2102
 he made me happi but i guess i wasnt good enough for him oh well,Depressed2102
day clean,Depressed2102
 im so done with everyon and everyth i just wanna be left alon forev,Depressed2102
 can i just die,Depressed2102
day clean,Depressed2102
 stay strong guy,Depressed2102
 my boyfriend might want to take a break cri,Depressed2102
 miss my uncl so much late r i p ,Depressed2102
 you probabl dont even care ,Depressed2102
day clean,Depressed2102
 just becaus the scar have heal doesnt mean the pain ha,Depressed2102
 i fuck hate you so much,Depressed2102
 pleas im like beg you i just need someon to talk to,Depressed2102
 pleas anybodi,Depressed2102
 anybodi out there will to listen to my problem and give me advic tonight,Depressed2102
 or just someon to talk to ,Depressed2102
 ugh i need a therapist or someth,Depressed2102
 i miss you so much you dont even realiz how much it hurt,Depressed2102
 sorri i havent tweet in a while guy ive had alot go on,Depressed2102
 if i could commit i probabl would im just not strong enough to,Depressed2102
 becaus i cant do that to my idol she wouldnt want me to do that i just wish she wa still here to help me,Depressed2102
 gonna start purg im sick of be fat,Depressed2102
 im just so done word cant even explain,Depressed2102
 actual gonna tri to stop eat becaus im done be fat,Depressed2102
 talk about anorexia depress drug abus and suicid in health class make me realiz that im fat ugli and i shouldnt be here ,Depressed2102
 so mani rumor are go around the school about me,Depressed2102
 wake me up when it all over,Depressed2102
 whi cant my life be normal cri,Depressed2102
 im just so done,Depressed2102
 can i just die,Depressed2102
 night are the worst,Depressed2102
 im so insecur it so bad,Depressed2102
 my first thought when i walk intro school i hate everyon,Depressed2102
 i wa serious think of end it tonight,Depressed2102
 one of those night where i just need someon to hug me and tell me everyth is go to be okay,Depressed2102
 all i want is to be happyhow is that so hard do peopl realli have to put me down everi singl day im just so done with everyon ,Depressed2102
 all i want is to be happi,Depressed2102
 im so done,Depressed2102
 whi am i even still here,Depressed2102
 dont dare call me beauti,Depressed2102
 i wish i had someon who care,Depressed2102
 im so tempt to cut i dont even know whi,Depressed2102
 my mom just told me to go play with knive and cut myself some more,Depressed2102
 my mom doesnt call my cut cut she call them slice,Depressed2102
 no okay,Depressed2102
 doe anybodi els have to ice their arm after they cut,Depressed2102
 wellday clean again,Depressed2102
 peopl wonder,Depressed2102
 mayb there someth wrong with me,Depressed2102
 day clean ,Depressed2102
 trigger warn these were from last night,Depressed2102
 pleas someon dm me im desper for someon to talk to,Depressed2102
 pleas anybodi,Depressed2102
 can someon dm me pleas i need to talk to someon,Depressed2102
 fine,Depressed2102
 whi am i even here,Depressed2102
 i know u guy dont realli care none of you even talk to me anymor mayb ill just leav,Depressed2102
 deep down im not,Depressed2102
 my onli relief,Depressed2102
 everyday,Depressed2102
 it an addict,Depressed2102
 im sorri,Depressed2102
 everytim,Depressed2102
 sometim i wish i had somebodi who care,Depressed2102
 my mom found out about my self harm ,Depressed2102
 you know my name not my stori,Depressed2102
 just found out that the last relationship i wa in i wa be cheat on everi time,Depressed2102
 my antidepress arent work,Depressed2102
 whi am i alway use,Depressed2102
 kill me,Depressed2102
 i just wanna be put away get the fuck away from here,Depressed2102
 someon found my blade and took them out of my room so i went out and boughtmore,Depressed2102
 im gonna be the quiet girl in school thi year the one that sit in the back the one with no friend the one that hide her cut ,Depressed2102
longest relationshipmonth,Depressed2102
biggest wish go back in time toand watch the battl of gettysburg,Depressed2102
like yourself no,Depressed2102
lost someon special ye my aunt grace great noni,Depressed2102
drank no,Depressed2102
favorit artist kelli clarkson,Depressed2102
abort imagainst abort,Depressed2102
laugh until you cri nope never,Depressed2102
cooki or cake cooki,Depressed2102
cri yourself to sleep ye alot,Depressed2102
coke or sprite coke,Depressed2102
have a bf no im singl,Depressed2102
believ in ghost ye im actual a ghost hunter haha,Depressed2102
self harm ye,Depressed2102
done drug no,Depressed2102
biggest insecur my weight,Depressed2102
had sex ye,Depressed2102
took pill for no reason ye,Depressed2102
age im ,Depressed2102
 im bore so dm me number ill answer them as my tweet if i dont do them tonight ill do it in the morn,Depressed2102
 i realli am,Depressed2102
 thi will be my happi place,Depressed2102
 imagin thi thi is my everyday life,Depressed2102
 liter,Depressed2102
 nobodi ever realli ask,Depressed2102
 i am that girl,Depressed2102
 i draw too,Depressed2102
 it show that they care,Depressed2102
 my friend tri stop me from buy blade today they both tri pull me out of the store it didnt work but at least they tri,Depressed2102
 im more broken than you think,Depressed2102
 im that girl,Depressed2102
 im just tire,Depressed2102
 im use to it,Depressed2102
 nobodi ever ask me about my scar they probabl dont care,Depressed2102
 ive alway want someon to hug me and tell me it gonna be okay but it never happen it probabl never will,Depressed2102
 it sad but it the truth,Depressed2102
 i am alon,Depressed2102
 my depress realli kick in late at night,Depressed2102
 peopl alway say stay strong kid but it just not that easi,Depressed2102
 i dont wanna fight thi war in my head anymor,Depressed2102
