processed_tweet,username
 dure time like thi,suicidalconcept
 who care,suicidalconcept
 it okay im just a wast of space and time,suicidalconcept
 it endless and i cant help it,suicidalconcept
 sleepless night endless thought,suicidalconcept
 just a littl kitti for halloween ,suicidalconcept
 i just want to run away from everyth,suicidalconcept
 overthink kill im alreadi dead,suicidalconcept
 midnight thought,suicidalconcept
 sad yet with a smile on my face,suicidalconcept
 will you miss me when im gone,suicidalconcept
 i wonder when is the one day that ill disappear,suicidalconcept
 i just wish someon wa there for me,suicidalconcept
 music is my onli companion when no one is here for me,suicidalconcept
 lone,suicidalconcept
 selfdestruct,suicidalconcept
 when someon ask you are you okay and your tri to hold back your tear,suicidalconcept
 im just tire,suicidalconcept
 to disappear and never come back,suicidalconcept
 blast music ignor the world,suicidalconcept
 one day i wont be around to caus you ani pain,suicidalconcept
 girl who are pretti be like i look like a potato look at me what am i then,suicidalconcept
 i wonder if anyon still love me,suicidalconcept
 peopl leav eventu,suicidalconcept
 am think about suicid,suicidalconcept
 pm overthink,suicidalconcept
 i stop look both way while cross the road i mean who care right,suicidalconcept
 it sad how i wa onc so happi,suicidalconcept
 school where fake a smile is my specialti,suicidalconcept
 i look up to the sky to stop the tear from fall,suicidalconcept
 you still think it a joke,suicidalconcept
 and youll never be abl to bring me back from the dead,suicidalconcept
 i can feel it even with my eye close,suicidalconcept
 mood swing not,suicidalconcept
 if i dont hurt myself im hurt everyon around me,suicidalconcept
 do you realli think that im okay,suicidalconcept
 i just wish i wa better,suicidalconcept
 who would care im noth,suicidalconcept
 no text no call no noth i honestli think you dont care about me anymor,suicidalconcept
 suicid dead numb pain,suicidalconcept
 am i just an object that youll onli use when you need,suicidalconcept
 overthink,suicidalconcept
 would you care if i bleed if i fall if im gone,suicidalconcept
 is my exist even valuabl to you,suicidalconcept
 they act like they care but they dont,suicidalconcept
 the onli way out is to kill myself to kill the demon insid me,suicidalconcept
 a fake smile for everyon everyday,suicidalconcept
 one day youll miss me,suicidalconcept
 no one can see it through my fake smile not even you,suicidalconcept
 a fake smile is all i need to fool you,suicidalconcept
 cant you see how much pain im in,suicidalconcept
 i feel that you dont even care i mean whi would you im noth,suicidalconcept
 no one want me,suicidalconcept
 i might just do someth that i have alway want to,suicidalconcept
 from a few to a lot,suicidalconcept
 get from bad to wors,suicidalconcept
 you dont realli care do you,suicidalconcept
 im the worst,suicidalconcept
 happi on the outsid die on the insid,suicidalconcept
 what i gotta do just to be happi,suicidalconcept
 i need to feel pain to feel aliv,suicidalconcept
 they hate me everyon hate me,suicidalconcept
 it back depress back,suicidalconcept
 i feel like shit right now,suicidalconcept
 so use to the nightmar,suicidalconcept
 i wont be around to caus you anymor pain hk,suicidalconcept
 dont worri no one will miss me,suicidalconcept
 i wish i could die right now,suicidalconcept
 im use to it,suicidalconcept
 ive hurt so mani peopl wouldnt it be better if i wa dead,suicidalconcept
 i need the courag to kill myself,suicidalconcept
 i hope you found someon better prettier skinner unlik me,suicidalconcept
 other girl are so perfect while im me cant even be compar to them,suicidalconcept
 sometim i feel pretti but then i notic my flaw and it die off,suicidalconcept
 the onli time when i feel happi about lose is die,suicidalconcept
 i feel so worthless,suicidalconcept
 it will alway come back and you know it,suicidalconcept
 she doe art crave a pictur on her wrist with a blade,suicidalconcept
 sometim i feel like everyon hate me,suicidalconcept
 there a differ between want and need,suicidalconcept
 sometim it better to let go than to hold on but i cant seem to do so,suicidalconcept
 would anyon notic if i wa die,suicidalconcept
 sometim it easier said then done,suicidalconcept
 promis are meant to be broken,suicidalconcept
 i dreamt that i die never felt so reliev in my life,suicidalconcept
 mayb i wa meant to be alon,suicidalconcept
 stop lie to yourself you just love me out of piti,suicidalconcept
 whi would you love me im not good enough,suicidalconcept
 it happen so much that im use to it,suicidalconcept
 well it true that they dont care unless your pretti or die,suicidalconcept
 pretti girl alway get the attent huh,suicidalconcept
 someth that make me forget about the pain,suicidalconcept
 it becam like a drug when i made that first cut addict,suicidalconcept
 i tri be happi but soon after boom someth bad happen,suicidalconcept
 what happen to your wrist oh i fell down my cat scratch me,suicidalconcept
 everyon think im fine but honestli im not,suicidalconcept
 if im not hurt myself im hurt other,suicidalconcept
