users,tweets,target
depressingmsgs, it realli hurt when someon is not in the mood to talk to you but when it come to someon els they seem to be the happiest person aliv,2
depressingmsgs, have you ever just randomli start cri becaus youv been hold in all of these emot and pretend to be happi for way too long,2
depressingmsgs, its amaz how fast i can go from be in a good mood to realli want to sleep foryear becaus im just so damn tire of everyth,2
depressingmsgs, be veri care with your word becaus some peopl are more fragil than other and they dont heal easili or mayb they dont heal at all,2
depressingmsgs, i dont realli know where i stand in some peopl live one minut they treat me like im someon special then noth the next,3
depressingmsgs, it sad to think how much damag self hate can do to your bodi it damag you mental it screw you up emot it hurt you physic,2
depressingmsgs, have you ever notic that no one notic your tear no one notic your sad no one notic your pain but they all notic your mistak,2
depressingmsgs, everi singl time i put myself back togeth again i watch myself fall apart onc again and everi singl time is wors than the time befor,2
depressingmsgs, you smile but you want to cri you talk but you just want to be quiet you pretend like your happi but you arent your break down,2
depressingmsgs, she hide all her problem behind a smile behind her smile is a world of pain and hurt you think you know her but you realli have no idea,2
depressingmsgs, i feel myself chang i dont even laugh the same anymor i dont smile the same or talk the same im just so damn tire of everyth,2
depressingmsgs, if you leav someon at least tell them whi becaus what more pain than be abandon is know your not worth an explan,1
depressingmsgs, stop ask me to trust you when im still cough up water from the last time you let me drown,2
depressingmsgs, do you ever feel ok but your sad at the same time you just want to talk to someon and hug them but you feel annoy so you just stay quiet,2
depressingmsgs, i need someon who will understand how unstabl i am sometim be alon can be danger for me but other time it exactli what i need,3
depressingmsgs, im sorri that im not everyth you want and im sorri that my best isnt good enough im sorri that everyth i do disappoint you,2
depressingmsgs, i dont tweet for sympathi or attent i express my thought and feel thi is my outlet where i can say stuff without feel judg,1
depressingmsgs, i wish someon wa afraid to lose me im alway scare of lose peopl that i love but i doubt anyon would fight to keep me in their life,2
depressingmsgs, im pretti sure by nowtireis just part of my person descript,1
depressingmsgs, nobodi hate me more than myself,2
depressingmsgs, i hate the fact that i cri when im angri and that the worst thing ever becaus your tri to act tough and mean but instead you cri,3
depressingmsgs, you smile but all you want is to cri you talk but you realli just want to be quiet you pretend like your happi but you realli arent,2
depressingmsgs, im asham of myself becaus i know i should be better and i have no idea how to get there,2
depressingmsgs, it hurt like hell when you know that you need to let go of someon but you cant becaus your still wait for the imposs to happen,2
depressingmsgs, do you ever feel like youv been abandon by everybodi and the onli thing you have left to look forward to in life is complet noth,2
depressingmsgs, i alway get nervou when peopl stop repli to me it like did i say someth wrong did i scare them away did i offend you in some way,2
depressingmsgs, what pain is when your on the brink of cri and fall apart and you have to realli forc it in so peopl cant see you break,2
depressingmsgs, she sad becaus she never share her deepest thought or feel with anyon she went her entir life unspoken becaus nobodi understood,2
depressingmsgs, have you ever been so sad that you just realli want to be alon but at the same time you realli wish there wa someon who you can talk to,2
depressingmsgs, when i cant push though my depress and it take over i have to close my door shut the world out it the onli way i know how to surviv,2
depressingmsgs, when im hurt i shut down i turn into a total sarcast bitch i shut off my emot and act indiffer and defens toward everyth,2
depressingmsgs, i hate when i cri about one thing then i end up cri about everyth that mess up in my life,2
depressingmsgs, pain chang peopl it make them trust less overthink more and shut peopl out,2
depressingmsgs, she the girl who laugh and talk a lot and seem veri happi she is also the girl who cri herself to sleep everi night,2
depressingmsgs, do you ever write a realli long messag and about halfway through your like you know what they dont even care and end up delet it,2
depressingmsgs, i feel myself chang i dont even laugh the same anymor i dont smile the same or talk the same im just so damn tire of everyth,2
depressingmsgs, whi are you sad i dont know no reason oh no there are plenti of reason im just not sure which one it is thi time,2
depressingmsgs, proud of you australia instead of fear we choos love support of our muslim brother and sister illridewithy sydneysieg mateship,2
depressingmsgs, pleas dont jump to conclus resist islamophobia rememb thi is a crime that hurt muslim too terroist hostag sydneysieg,2
depressingmsgs, no word need philliphugh,2
depressingmsgs, i love hear the word i miss you if onli some one would say it and mean it,3
depressingmsgs, just becaus im be quiet that doesnt mean im mad sometim im just not in the mood to talk,2
depressingmsgs, sometim you dont know how strong you are until the day you look back and realiz that despit everyth your still stand,3
depressingmsgs, i serious over think everyth which make me stress myself out and creat problem that werent even there in the first place,3
depressingmsgs, dont do it for them becaus you have to do it becaus you want to,1
depressingmsgs, bad news is everyon is not go to like you good news is that not your problem,2
depressingmsgs, life is too damn short to give anoth minut to anyon or anyth that doesnt make you happi,1
depressingmsgs, paper cut so small but so evil,2
depressingmsgs, there is no wrong in life noth is a mistak everyth is an experi,2
depressingmsgs, never ignor a person who love you and care for you one day you may realiz youv lost the moon while count the star,3
depressingmsgs, dont fall for the wrong person just becaus they know how to say the right thing,2
depressingmsgs, i hate when peopl sit in front of you at movi take away your foot rest,3
depressingmsgs, sometim i wish you were in my place just to know how i feel,2
depressingmsgs, protect those who mean the most to you and never turn back on them in the end theyr the one who will stand by you,3
depressingmsgs, when someon take too long to text me back i start reread what i sent to see what i mightv said wrong,1
depressingmsgs, we dont lose friend we just learn who our real one are,2
depressingmsgs, drunk word are sober thought,3
depressingmsgs, i realli hate it when im in a good mood and suddenli someth bad happen and ruin everyth,2
depressingmsgs, never give up on someth you realli want its difficult to wait but wors to regret,1
depressingmsgs, i miss the way we use to talk,2
depressingmsgs, thank for text me first and then ignor my repli,3
depressingmsgs, i hate when i forget to press send on my phone then sit and wait there for a repli like an idiot,2
depressingmsgs, two day is not enough time for a weekend,1
depressingmsgs, hope everyon ha a wonderful sunday stay safe and enjoy the day xox,2
depressingmsgs, accept me at my strongest support me at my weakest,2
depressingmsgs, im offici done tri if you want me in your life you can come find me until then continu treat me like i dont exist,2
depressingmsgs, i like to pretend that everyth is alright becaus when everybodi els think your fine sometim you forget for a while that your not,2
depressingmsgs, respect peopl feel even if it doesnt mean anyth to you it could mean everyth to them,2
depressingmsgs, i dont have trust issu its just that peopl dont make themselv trustworthi anymor,2
depressingmsgs, sometim you just got to be strong it may hurt and you may shed a few tear but everi thing go to be alright,1
depressingmsgs, that the thing about pain it demand to be felt,2
depressingmsgs, whi do you feel the need to put peopl down,2
depressingmsgs, if all your go to do is correct my grammar then pleas unfollow me,1
depressingmsgs, i didnt lose a follow a follow lost me,1
depressingmsgs, i hate be the one who alway care about other peopl feel sometim i just need someon who can also understand and care for me,2
depressingmsgs, it hurt when you have someon in your heart but you cant have them in your arm,1
depressingmsgs, say that your okay is so much easier rather than explain all the reason whi your not,3
depressingmsgs, a true friend is someon who can see the truth and pain in you even when your fool everyon els,2
depressingmsgs, alway rememb that no matter how useless you think you are you are still someon reason to smile,2
depressingmsgs, it alway amaz me how tough some peopl get when theyr behind a keyboard,3
depressingmsgs, worst feel in the world is know you did the best you could and it still wasnt good enough,2
depressingmsgs, who els take out their head phone and listen to them to make sure the music isnt loud enough for everyon to hear,2
depressingmsgs, ive gotproblem andof them are complet made up scenario in my head that im stress about for absolut no logic reason,2
depressingmsgs, do someth weird and think thi is whi im singl,1
depressingmsgs, no matter how good or bad you think life is wake up each day and be thank for life someon els is fight to surviv,2
depressingmsgs, it is not import to have a million friend it is more import to have a friend that stand by you when million are against you,1
depressingmsgs, failur are a part of life if you dont fail youll never learn if you never learn youll never chang,2
depressingmsgs, appear make impress but is the person that make an impact,3
depressingmsgs, i dont care if it am am am or am if you call and i care about you ill alway answer,2
depressingmsgs, im proud of my heart it been play stab cheat burn and broken but somehow still work,2
depressingmsgs, tweet someon while your half asleep then read your text in the morn and realiz you made no sens,2
depressingmsgs, sometim good thing fall apart so better thing can fall togeth everi stori ha an end but in life everi end is just a new begin,2
depressingmsgs, sometim you need patienc in order to find true happi it wont come fast and it wont come easi but it will be worth it,1
depressingmsgs, the best reason to love a person is to love a person for no reason at all,2
depressingmsgs, i am not proud of some of the thing i have done but i am grate for the lesson ive learn from them,2
depressingmsgs, second chanc are not given to make thing right but are given to prove that we could be better even after we fall,2
depressingmsgs, a true friend is someon who help you up when you are down and if they cant help you up they lay down and listen,2
depressingmsgs, im sad hurt angri mad disappoint but you know what ill put on a happi face and move on it will hurt but i will surviv,2
depressingmsgs, dont judg my choic if you dont understand my reason,1
depressingmsgs, dear life when i said can my day get ani wors it wa a rhetor question not a challeng,2
depressingmsgs, im a leader not a follow unless its a dark place then screw it youre go first,1
depressingmsgs, one of the hardest lesson in life is let go whether it guilt anger love loss or betray chang is never easi,2
depressingmsgs, stay strong make them wonder how your still smile,1
depressingmsgs, sometim youll find the saddest song bring u the most comfort and the memori that make u cri are the happiest one youll ever have,1
depressingmsgs, it seem like peopl alway want the truth but never want to be honest,2
depressingmsgs, one thing you can do better than anyon els is be yourself,2
depressingmsgs, some peopl arent meant to be in our live forev some are just pass through to teach us a lesson,1
depressingmsgs, those that are the hardest to love need it the most,1
depressingmsgs, sometim we expect more from other becaus wed be will to do that much for them,3
depressingmsgs, i will never apolog for have feel … im secur enough to honestli express them when i dont feel anyth ill know im in troubl,2
depressingmsgs, if you have a problem with me text me if you dont have my number than that mean you dont know me well enough to have a problem with me,3
depressingmsgs, stuck betweeni realli want to talk to youandi dont want to annoy you,1
depressingmsgs, thing that shouldnt exist bodi hair acn get sick bad thing happen to good peopl oliv,2
depressingmsgs, you can close your eye to the thing you dont want to see but you cant close your heart to the thing you dont want to feel,2
depressingmsgs, if she cri dont say anyth just hug her,1
depressingmsgs, there are no shortcut to ani place worth go,2
depressingmsgs, i just work out how to take photo on twitter jeeeppee i know it took me a year no laugh pleas lol,1
depressingmsgs, over think kill your happi insecur kill your selfesteem and lie kill your trust,2
depressingmsgs, even if im not tweet im alway here a l w a y s scroll judg judg scroll that right i see everyth,1
depressingmsgs, someon stop me my mind is in overdr my say are get wors mayb time for bed,2
depressingmsgs, ye im in a stupid mood,1
depressingmsgs, ive gotproblem andof them are complet made up scenario in my head that im stress about for absolut no logic reason,2
depressingmsgs, am i the onli one who wake up then stay in bed for like anoth hour,2
depressingmsgs, i act like im fine everyon think im okay yet when the light are off and im all alon that is when the tear start to fall,1
depressingmsgs, dont be afraid to feel what youre feel tri to rememb that you are not alon you are veri love veri need and veri special,3
depressingmsgs, you shouldnt give up fight for yourself and who you are youve got to go through the worst time in life to get the best,2
depressingmsgs, nobodi can go back and start a new begin but anybodi can start today and make a new end,1
depressingmsgs, sometim quiet peopl have a lot to say but they just dont open up to anybodi,1
depressingmsgs, alway wear a smile not becaus life is full of reason to smile but becaus your smile itself is a reason for other to smile,2
depressingmsgs, text me when your bore and ill ignor it like im busi,3
depressingmsgs, im not perfect i make mistak and i hurt peopl but when i say that im sorri pleas believ me becaus i mean it,2
depressingmsgs, i tri not to miss you i tri to let go but in the end your alway on my mind,1
depressingmsgs, i am who i am i like what i like i love what i love i do what i want get off my back and deal with it it my life not your,1
depressingmsgs, i hate it when i cant stop think about that one person and deep down insid i know they probabl havent even thought about me onc,2
depressingmsgs, dont judg a situat youv never been in,1
depressingmsgs, there not a day that goe by that i dont wish that i could take away everi ounc of your suffer and put it on my shoulder,3
depressingmsgs, were all beauti everi singl one of us dont let someon make you think differ,1
depressingmsgs, im not a perfect person there mani thing i wish i didnt do but i will alway continu learn to becom a better me,2
depressingmsgs, everybodi ha gone through someth that ha chang them in a way that they could never go back to the person they onc were,1
depressingmsgs, if your read thi i want you to know you are love and you are want stay strong,3
depressingmsgs, it sad when children feel like their life is fall apart so quickli it seem imposs to stop it,2
depressingmsgs, life unfair sometim we apolog when we know were right just becaus we dont wanna hurt their feel,2
depressingmsgs, some day i wish thing had turn out differ,2
depressingmsgs, be strong i know you can i believ in you,2
depressingmsgs, suicid isnt cowardli ill tell you what is cowardli treat peopl so badli that they want to end their live,2
depressingmsgs, have a heart that never harden a temper that never tire a touch that never hurt,2
depressingmsgs, im done tri if you want me in your life let me know,2
depressingmsgs, i distanc myself from peopl for a reason,2
depressingmsgs, i dont know whi i care about the peopl that dont even care about me,2
depressingmsgs, i wish i had a delet button in my life to delet some peopl some memori and some feel,2
depressingmsgs, i get repiss about an old situat whenev i start think about it again,1
depressingmsgs, tweet what you realli want to say then delet it,1
depressingmsgs, i love sleep you forget about pain problem stress everyth for a while,1
depressingmsgs, suicid is stupid you wanna know what is stupid hurt someon so much emot that they think suicid is the onli answer,1
depressingmsgs, one bad relationship could make you never want to fall in love again,2
depressingmsgs, i have more convers in my head than i do in real life,2
depressingmsgs, societi is funni they ask you to be yourself and yet they judg you,3
depressingmsgs, fake friend believ in rumor real friend believ in you,2
depressingmsgs, when karma come back to punch you in the face i want to be there just in case it need help,1
depressingmsgs, overthink kill my happi insecurit kill my self esteem lie kill my trust,2
depressingmsgs, headphon on world off,2
depressingmsgs, when im alon i think when i think i rememb when i rememb i feel pain when i feel pain i cri when i cri i cant stop,2
depressingmsgs, sometim i wish i could read your mind but then i wonder if i could handl the truth,1
depressingmsgs, i hide all my problem behind my smile behind my smile is a world of pain you think you know me but you have no idea,2
depressingmsgs, do you ever feel like run away just suddenli leav no note no warn just get your shit and leav,2
depressingmsgs, just becaus your broken doesnt mean your not beauti,3
depressingmsgs, one day your go to wake up and realiz that you shouldv tri i wa worth the fight,2
depressingmsgs, mani of us dont know how to let someon love us we let our scar make us defens and push peopl away,1
depressingmsgs, laugh when you can apolog when you should and let go of what you cannot chang,1
depressingmsgs, i truli respect those peopl who are abl to stay strong even when they have the right to breakdown,2
depressingmsgs, my mother alway told me if you cant say anyth nice don t say anyth at all and some peopl wonder whi im so quiet around them,1
depressingmsgs, dont judg me for my choic when you dont understand my reason,1
depressingmsgs, the hardest decis is decid whether to walk away or tri harder,2
depressingmsgs, someon will alway be prettier someon will alway be smarter someon will alway be younger but they will never be you,1
depressingmsgs, no matter how mani wall you put around your heart the music you listen will tell everyon how you realli feel,2
depressingmsgs, she jealou becaus she afraid youll find someon prettier smarter taller skinnier nicer calmer stronger and better than her,3
depressingmsgs, stop think about what other think about you becaus in the end they just dont matter,2
depressingmsgs, your not weird your not crazi youre not normal you are you and that make you special,1
depressingmsgs, respect peopl who find time for you in their busi schedul but love peopl who never look at their schedul when you need them,1
depressingmsgs, if you dont like my word dont listen if you dont like my appear dont look its as simpl as that,1
depressingmsgs, sometim i regret be nice apolog when i didnt do anyth wrong and for make unworthi peopl a prioriti in my life,1
depressingmsgs, sometim i wish you were in my place just to know how i feel,2
depressingmsgs, the worst feel is when youre close to someon but they have someon who they will alway like more than they like you,2
depressingmsgs, dont be afraid to feel what youre feel tri to rememb that you are not alon you are veri love veri need and veri special,3
depressingmsgs, im not a perfect person i make a lot of mistak but still i love those who stay with me after know how i realli am,3
depressingmsgs, when your mad at someon you love be care what you say becaus your mind get angri but your heart still care,2
depressingmsgs, fake friend are easi to find and easi to lose but real friend are the hardest to find and hardest to lose,2
depressingmsgs, respect is earn honesti is appreci loyalti is return and love is gain,2
depressingmsgs, respect yourself enough to walk away from anyth that no longer serv you grow you or make you happi,2
depressingmsgs, sometim you have to smile and pretend everyth okay hold back the tear and just walk away from those who dont care about you,2
depressingmsgs, a lot of peopl keep their feel to themselv becaus theyr tire of pour their heart out to the wrong person,2
depressingmsgs, do you ever just look in the mirror and wish you could chang everyth about yourself,2
depressingmsgs, be care who you trust if someon will discuss other with you they will certainli discuss you with other,2
depressingmsgs, the first to apolog is the bravest the first to forgiv is the strongest the first to move forward is the happiest,2
depressingmsgs, if i cut you off you probabl hand me the scissor,1
depressingmsgs, dont let the hard time bring you down let them make you stronger,2
depressingmsgs, if you care about me act like it,2
depressingmsgs, if i treat you the way you treat me i promis you wouldnt stick around the way i do,2
depressingmsgs, never underestim the pain of a person becaus in all honesti everyon is struggl some peopl are better at hide it than other,2
depressingmsgs, i hope you choke on all the lie you tell but then again it kind of hard to swallow that much bullshit,2
depressingmsgs, tell someon that your go to bed when your actual not and then have to hold back from post thing on twitter,2
depressingmsgs, my past is my past it made me who i am i have no regret wouldnt chang a thing i just dont live there anymor,1
depressingmsgs, the first person who on your mind the moment you open your eye after a long sleep is the reason of either your happi or pain,2
depressingmsgs, blink away the tear walk forward even if the first step hurt believ that everyth will be okay becaus someday it will,2
depressingmsgs, ill listen when you need to talk ill wipe away your tear ill share your worri when they come and ill help you face your fear,2
depressingmsgs, dear ex i wont block you nor delet you becaus i want you to see how happi i am without you and what you lost out on,3
depressingmsgs, love is like heaven but it can hurt like hell,2
depressingmsgs, what wors then be alon be use lie to deciev bullshit to fuck over left behind complet forgotten,2
depressingmsgs, hear someth that absolut kill you insid and have to act like youre fine,2
depressingmsgs, text me when you miss me and actual wanna talk to me not just when your bore and need someon to entertain you,1
depressingmsgs, everyth is better when you dont give a fuck,2
depressingmsgs, the one who give the best advic are usual the one with the most problem,2
depressingmsgs, dont bother apolog if your just go to continu do the thing you said sorri for,1
depressingmsgs, dont wast your time give someon a second chanc when there is someon better out there wait for their first,2
depressingmsgs, just becaus your not perfect doesnt mean your not beauti,3
depressingmsgs, one of the biggest mistak i have ever made in my life wa let some peopl stay in my life for longer than they deserv,2
depressingmsgs, behind everi girl favorit song is an untold stori,2
depressingmsgs, i hate hear someth that absolut kill you insid and have to act like you dont care,2
depressingmsgs, that scari feel you get when your half asleep and you suddenli feel like your fall,2
depressingmsgs, i dont hate you i just lost all my respect for you,2
depressingmsgs, fuck excus learn to admit when you fuck up,1
depressingmsgs, i miss you just kid im glad your out of my life and you can go fuck yourself,2
depressingmsgs, do you ever just want to screamno one fuck like youin someon face,2
depressingmsgs, do you ever dislik someon so much that you hate when peopl are nice to them,1
depressingmsgs, i dont care how attract you are if your person is ugli so are you,2
depressingmsgs, my problem is i cant stay mad i alway end up forgiv peopl even when they dont deserv it,2
depressingmsgs, stranger can becom best friend just as easi as best friend can becom stranger,2
depressingmsgs, it hurt the most when the person that made you feel special yesterday make you feel so unwant today,2
depressingmsgs, sometim i hate how my feel control me,2
depressingmsgs, when word fail music speak,1
depressingmsgs, i realiz no matter how good you are to peopl some just wont appreci that,1
depressingmsgs, i wish i were prettier thinner happier more friendli less emot more tan more confid and a littl less awkward,2
depressingmsgs, not tell me someth becaus you dont want to piss me off is probabl the best way to piss me off,2
depressingmsgs, keep ignor me but when you need me ill be do the same fuck thing,2
depressingmsgs, f r i e n d s f ight for you r espect you i nvolv you e ncourag you n eed you d eserv you s ave you,1
depressingmsgs, do you ever wonder if anyon read your twitter like everyday just to check on you,1
depressingmsgs, peopl say you dont know what youv got until it gone truth is you knew what you had you just never thought youd lose it,2
depressingmsgs, i hate that feel when you randomli feel depress there is no warn no appar reason it just happen,2
depressingmsgs, i need someon who wont give up on me no matter how mani time i mess up,1
depressingmsgs, music alway help no matter what your go through,2
depressingmsgs, say im tire when insid you wanna cri and breakdown,2
depressingmsgs, even if you push them away peopl who truli love you will alway choos to stay,3
depressingmsgs, never underestim the pain of a person becaus in all honesti everyon is struggl some peopl are better at hide it than other,2
depressingmsgs, i hate the moment right befor you go to sleep when your forc to think about all the thing you tri so hard to forget,2
depressingmsgs, im thank for hard time the struggl have definit made a stronger me,2
depressingmsgs, never miss an opportun to tell someon how much they mean to you,3
depressingmsgs, are you okay yeah im just tire the perfect excus,3
depressingmsgs, id rather lose an argument to someon than lose someon to an argument,1
depressingmsgs, onc you start to dislik someon everyth they do begin to annoy you,3
depressingmsgs, dont worri about me ill be perfectli fine caus the way i see thing it your loss not mine,2
depressingmsgs, that moment when your not sad mad or even happi your just liter emotionless you feel noth,2
depressingmsgs, fake a smile is way easier then explain what wrong,3
depressingmsgs, i dont hate you im just disappoint you turn into everyth you said youd never be,2
depressingmsgs, dont confus my person with my attitud my person is who i am my attitud depend on who you are,1
depressingmsgs, i get repiss about an old situat whenev i start think about it again,1
depressingmsgs, i like long text messag becaus i appreci the effort that put into a complet thought,3
depressingmsgs, ive learn that goodby alway hurt memori good or bad will bring tear and word can never replac feel,2
depressingmsgs, if you have to sneak to do it lie to cover it up or delet it to avoid it be seen then mayb you shouldnt be do it anyway,2
depressingmsgs, fuck everyon who said they were there for me and then left,2
depressingmsgs, never apolog for say what you feel that like say sorri for be real,2
depressingmsgs, im sorri if i get jealou sometim and over react its onli becaus there is a bigger chanc of me lose you than you lose me,1
depressingmsgs, i like you my mistak,1
depressingmsgs, be honest with me that all i ask for,2
depressingmsgs, dont feel sad over someon who gave up on you feel sorri for them becaus they gave up on someon who would have never given up on them,2
depressingmsgs, dont judg me for my choic when you dont understand my reason,1
depressingmsgs, you forget me i understand you stop repli my text i understand when im over you you better understand,1
depressingmsgs, ever had a text that broke your heart yeah me too,3
depressingmsgs, have you ever been scare to open a text your heart race your stomach feel empti and you just kind of stare at your phone,2
depressingmsgs, a person true color will alway show within time you may be fool for the moment but be patient no one can lie forev,2
depressingmsgs, everi one ha that one deep dark secret they cant even tell a best friend becaus if anyon els found out your entir life would chang,2
depressingmsgs, a friend is someon who will bail you out of jail a true friend is the one sit besid you say damn that wa fun,3
depressingmsgs, the prettiest smile hide the deepest secret the prettiest eye have cri the most tear and the kindest heart have felt the most pain,1
depressingmsgs, i know a lot of you feel like you have nobodi to talk to and that make me sad im alway here to talk alway just dm me,2
depressingmsgs, fake friend are like shadow alway near you at your brightest moment but nowher to be seen at your darkest hour,2
depressingmsgs, it not call give up it call do what best for you move on,2
depressingmsgs, id rather have an enemi who slap me in the face than a friend who stab me in the back,2
depressingmsgs, you can say sorri and i love you as much as you want but if you cant prove it your word dont mean shit,2
depressingmsgs, when you accept somebodi you accept their past too dont hold it against them later,1
depressingmsgs, im someth youll regret lose i can promis you that much,1
depressingmsgs, i m the girl that everyon turn to fix their problem well thi girl ha her own problem even though i dont show them i have them,2
depressingmsgs, fight for those who fight for you let go of those who let you go,2
depressingmsgs, the worst feel is when someon make you feel special then suddenli leav you hang and you have to act like you dont care at all,2
depressingmsgs, forget what hurt you but never forget what it taught you,2
depressingmsgs, sometim you have to stop think so much and just go where your heart take you,2
depressingmsgs, be care who you open up to onli a few peopl actual care know who your real friend are,2
depressingmsgs, am i invis to you now great ive alway want a superpow,3
depressingmsgs, everi day i have to fight back the urg to text you or call you tell myself that if you want to talk to me you would,2
depressingmsgs, i dont need someon that see whats good about me i need someon that see the bad and still want me,2
depressingmsgs, have a nice life im done tri to be in it,1
depressingmsgs, if they cant accept your past they wont support you now and sure wont encourag you in the futur they will simpli judg you,2
depressingmsgs, when you realli care about someon their happi matter more than your,2
depressingmsgs, yeah ive made mani mistak life doesnt come with instruct,2
depressingmsgs, reveng nah im too lazi im just go to sit here and let karma mess you up,3
depressingmsgs, dont feel sad over someon who gave up on you feel sorri for them becaus they gave up on someon who would have never given up on them,2
depressingmsgs, im actual realli nice until you annoy me,3
depressingmsgs, if two peopl are happi togeth then leav them the fuck alon,2
depressingmsgs, the hardest decis is decid whether to walk away or tri harder,2
depressingmsgs, no matter how mani time ive been done wrong ill continu to be faith honest and love sooner or later someon will appreci it,2
depressingmsgs, the worst person to be around is the one who complain about everyth and appreci noth,2
depressingmsgs, peopl with a sens of humor are so much easier to talk to,2
depressingmsgs, be care who you open up to onli a few peopl actual care know who your real friend are,2
depressingmsgs, he cheat on her for you so what make you think he wont cheat on you for the next her,3
depressingmsgs, there come a point in your life when you realiz who matter who never did who wont anymor and who alway will,2
depressingmsgs, you dont lose friend you just learn who your real one are,2
depressingmsgs, behind her smile is a stori you would never understand,3
depressingmsgs, dont ever mistak my silenc for ignor my calm for accept or my kind for weak,2
depressingmsgs, if your absent dure my struggl dont expect to be present dure my success,1
depressingmsgs, think befor you speak word can hurt,2
depressingmsgs, you had a good girl but you cheat on her disrespect her lie to her and neglect her and you wonder whi she left you,2
depressingmsgs, fuck excus learn to admit when you fuck up,1
depressingmsgs, if someon want to be a part of your life they will be there dont bother save a spot for someon who wont make an effort to stay,2
depressingmsgs, never ignor a person who love and care for you caus one day you may realiz that youv lost the moon while count the star,3
depressingmsgs, next time you look at someon think i wish i wa that pretti rememb that anoth person is think that same thought about you,1
depressingmsgs, no one ever get tire of love but everyon get tire of wait assum hear lie say sorri and hurt,2
depressingmsgs, no matter how good or bad your life is wake up each morn and be thank that you still have one,2
depressingmsgs, play the moment paus the memori stop the pain rewind the happi,2
depressingmsgs, worst feel in the world is know you did the best you could and it still wasnt good enough,2
depressingmsgs, never play with the feel of other becaus you may win the game but youll sure lose the person for lifetim,2
depressingmsgs, true friend pick you up when you fall but special one dont let you fall,2
depressingmsgs, if he is stupid enough to walk way be smart enough to let him go,3
depressingmsgs, my mother onc told me if you cant say anyth nice don t say anyth at all and some peopl wonder whi im so quiet around them,1
depressingmsgs, sometim i wonder who realli there for me and who just pretend like they are,2
depressingmsgs, low batteri low batteri low batteri well appar you have enough batteri to remind me everisecond,1
depressingmsgs, dont follow me simpli so i follow back then unfollow it doesnt work like that sli,1
depressingmsgs, weve all been the fool weve all made mistak and weve all been hurt but learn from those experi can make you a better person,2
depressingmsgs, everyon tell you you deserv better but then no one is will to give it to you,2
depressingmsgs, when you have a good heart you help too much you trust too much you give too much you love too much and it alway seem you hurt the most,2
depressingmsgs, peopl will hate you rate you shake you and break you but how strong you stand is what make you,2
depressingmsgs, im offici done tri if you want me in your life you can come find me until then continu treat me like i dont exist,2
depressingmsgs, one day shell start send you mix signal and youll get mad becaus she final learn how to play your game,2
depressingmsgs, youryou should be feel butterfli in your tummi not a babi kick,2
depressingmsgs, r i p to everyon who fuck me over play me tri me or lie to me becaus your are all dead to me,2
depressingmsgs, it take a minut to have a crush on someon an hour to like and a day to love but it tale a lifetim to forget,3
depressingmsgs, i want to have someon that care about what i did yesterday what im do right now and what im go to do tomorrow,2
depressingmsgs, when you realli love someon age distanc height weight are all just number,3
depressingmsgs, it funni how you think you actual mean someth to someon and they just turn around and prove you wrong,1
depressingmsgs, mani of us dont know how to let someon love us we let our scar make us defens and push peopl away,1
depressingmsgs, spend time look for the perfect person will caus you to miss the imperfect person who can make you perfectli happi,1
depressingmsgs, bewar of peopl who talk shit about their friend to you chanc are theyr talk about you too,2
depressingmsgs, we have three type of friend in life friend for a reason friend for a season and friend for a lifetim,2
depressingmsgs, some peopl will have to learn how to appreci you by lose you,2
depressingmsgs, sometim you have to distanc yourself if they care theyll notic if not you know where you stand,1
depressingmsgs, sometim it not what you say that matter it what you dont,1
depressingmsgs, id rather have an enemi who slap me in the face than a friend who stab me in the back,2
depressingmsgs, dont be mad becaus i left be mad you push me away,2
depressingmsgs, the truth shall set you free but first itll piss you off,1
depressingmsgs, ive been alon for almost all my life what make you think that you could ever do me right,2
depressingmsgs, i have thi amaz talent of push peopl away and one day im go to realis that it did no good for me,1
depressingmsgs, i dont regret my past i just regret the time ive wast with the wrong peopl,1
depressingmsgs, i need to talk to you is the one sentenc that ha the power to make you rememb everi bad thing youv ever done in your life,2
depressingmsgs, im not perfect i make mistak i hurt peopl but when i say sorri i actual mean it,1
depressingmsgs, i dont regret the thing ive done i regret the thing i didnt do when i had the chanc,3
depressingmsgs, befor you assum learn befor you judg understand befor you hurt feel befor you say think,2
depressingmsgs, i had a lot of reason to give up on you but i still chose to stay you had a lot of reason to stay but you chose to give up,2
depressingmsgs, didnt give a fuck yesterday dont give a fuck today probabl wont give a fuck tomorrow,2
depressingmsgs, say that your okay is so much easier rather than explain all the reason whi your not,3
depressingmsgs, never fight for someon who doesnt fight for you,2
depressingmsgs, dont let someon chang who you are to becom what they need,1
depressingmsgs, if your still look for that one person who can chang your life take a look in the mirror,2
depressingmsgs, noth hurt more than be disappoint by the singl person that you thought would never hurt you,2
depressingmsgs, your smile is gorgeou wear it more often,1
depressingmsgs, all a girl want is to feel beauti to be love and to be treat with respect,2
depressingmsgs, jealousi mean i actual give a fuck about you,1
depressingmsgs, for me your one in a million for you im just like the rest,3
depressingmsgs, someon will alway be prettier someon will alway be smarter someon will alway be younger but they will never be you,1
depressingmsgs, your face isnt a mask dont hide it your size isnt a book dont judg it your life isnt a film dont end it,2
depressingmsgs, unfortun i cant make you love me the way i love you,3
depressingmsgs, peopl will forget what you said peopl will forget what you did but peopl will never forget how you made them feel,2
