id,tweet,hs_label
474,ايه طموح طب طموح وتيجي بالسلامه,0
475,كاءن البيض بزياده,0
476,اخر,0
477,رحت بحثت طلعوا يكذبون مافيه شيله طلع بوسط المقطع يضحكون يعني مقلب,0
478,وش جابهم اصلا لعندك حقين بروفايلك اقدح حارقهم كنت البرنامج ماكنت اعلامي,0
479,ثرثره مستحيل تسويها وقاحه التويتر,0
480,مشاهير السناب غثونا بالبساطه حبيبي مابي اشوف وجهك وانت توك قاعد النوم عشان الناس تقول بسيط ومو متكلف غسل وجهك ونظف عيونك عقب صور بكيفك,0
481,افف الاختبارات اشوي اختيار,0
482,اوك اصبغه وتشوف,0
483,حياءك فاحفظه يدل فضل الكريم حياءه قل ماء الوجه قل حياءه خير وجه قل ماءه اذا انتقداحدهم تصرفات الفتيات المحتشمه قالوا مستشرف يريدوننا مجتمعا حياء اخلاق مسما يا تسكت او نهاجمك,1
484,مش بقولك بخيل ومعفن,0
485,تعبت وانا احبك خلاص تف,0
486,حامت كبدي قسم بالله شعب ماينعطا وجه لازم حدث يحشرون خشومهم ويسون الحبه قبه مدري وش بيضرهم واحد انطم ولاتكلم,1
487,الطرق تغث الطعم علقم الشكوا لله,0
488,وييي حسبتو جد شي مضارباتت,0
489,ناس تعلق عشان المطر وناس عشان الغبار,0
490,جب,0
491,صامويل اومتيتي,0
492,اقسم بالله وصلوا لدرجه مقززه قله الحياء يعني وش جراءتك وانت رافعه جوالك بوجه شاب تصورينه  كرهتوا الولد بالتجاره وبعدين والله مب الزين اللي شهرتوا لهالدرجه يعني شاب عادي زيه زي اي شاب مهتم بشكله صدق مشافيح وقليلات ادب الله لايبلانا يارب,1
493,يعني انت الحين وش تبي ههههههههههه,0
494,الله يبتليج بتغريدات اغث ابتليتيني بوسط استمتاعي,0
495,مدرستك وانت ساكت,0
496,صقع لابس شورت وماليه نص,0
497,الحين ناموو انا اشوفه يولي اسوف للثه,0
498,ههههههههههههههههههههههههههههههههههههه اشتهر بسب فتيات,0
499,شف انت الدوامم حلو اصلاا,0
500,الله اللوعان,0
501, خليك بعالمك بالله,0
502,قسم بالله عيييب,0
503,والله الجو ناقصه الحب وكرسيين الشاطء,0
504,ياليل ابو لمبه,0
505,قصر اليمامه,0
506,عطوه اكبر حجمه فشلونا,0
507,شكل المسلسل تمثيل سعودي ريبورترز,0
508,ماعاد استحيتو بنات,1
509,كلاب مجمعه,0
510,الي بسمعك بقول كبرو صاره احلا يشيخ اسكت,0
511,صصااادققققه حرام عليكمممم تشككون قدراتهههه,0
512,يقول الشاعر وصح لسانه وقصيده جزله قرود اسيا ان القرد قرد ايام سيدني,0
513,ياخي عااادي مر احلا بكثير البنات تالي ماعاد حيا,1
514,شوفوني ادافع يالبنات,0
515,بسبب المهازل يفقد الشخص شغفه وحبه للمصارعه الحره يعني الخطه اتسربت سنه والكل متوقعها,0
516,بصراحه معلمين ومعلمات استغفر الله مازين نتكلم شو ذنب الطالب المسكين ودي اسبه,5
517,جددد مصخره النهايه تعطون بنات وجهه,0
518,وع وش ذوقك ضارب,0
519,ليش الب حل بطنك,0
520,سوالف كراتين,0
521,جوفي الواتس,0
522,سبق وقلت يامعفن ذنبي ونبي مو اكبر ذنبك ياساقططط,0
523,كفايه احباط بقا,0
524,ياحبيبي تحط العكايشي وكهربا احتياط فين البديل,0
525,انامش حاجه,0
526,اهلي طلعاتهم للمره الالف ماتجي الا انام يالله,0
527,شفت حركه الشماغ انت مكان زي الجنادريه المفروض مايجيه مرسم وع,0
528,صقر كلب,0
529,مستوا الاعلام,0
530,يالليل غثيتونا الحمدلله انه مو بنت علشان ماتقولوا غيرانه,0
531,متابعينا الغالين نفسيتي الحييييييييييييييييييييييييييين نفسيه واحد متزوج اربع الدوره الشهريه,0
532,خليكن الخاص عم تتمعشقو تمعشقوا تمعشقوا نهايتكم اغنيه عراقيه وبيبسي هههه ندم انتحار اه نسيت وبلوك,0
533,ممگن گل الناس تعرفگ مو گل الناس تفهمگ,0
534,انت ملكي انا وحدي وقلبي حبك انااااني,0
535,خلاص اعتقوا الرجال يبيع بمحله كافي خيره وشره ونشبتوا بحلقه يمكن الرجال متزوج واحتمال اللي صارله انخرب بيته لانه طبيعي زوجته بتغار خافوا ربكم يمال اللي ماني بقايله,0
536,قليلات الادب بالجنادريه وضعهم اوفر اوفر اوفر يفشششششل اللي يسوونه يعتبر تحرش بالادمي  جد جد وين الشرطه,1
537,بالله ياقمه الاخلاق انت  وكلامك وردك وش تسميه هزلت وربي,0
538,والله يا ليتني بامزح او ابالغ للاسف المدارس الحكوميه ملياااااانه مدرسات بامراض نفسيه ارذل الخلق وجع اشكالهم احس امكن كانو يعذبونا اكثر البنت عادي ضعيفه وتسكت الابتداءي ابويا اضطر يتصل المدرسه ٦ مرات عشان يشتكي ويقولهم خير ايش بتسوو بنتي,1
539,ورع كف عيب,0
540,اعوذ بالله اللهم اجعلنا طال عمره حسن عمله تكرهون الحياه براحتكم احنا نحب الحياه نرجوا الاخره ربنا اتنا الدنيا حسنه الاخره حسنه قنا عذاب النار,0
541,العامل الهندي يشرح للمعزب الخروف صديقه عشان المعزب يذبح الخروف عجبني الهندي مشاعره راقيه,0
542,وربي اووووفرررررر مو لهالدرجه وش هالمبالغه والتجمهر وربي استحيت وانا مالي دخل,0
543,يعععع,0
544,ترند السعوديه,0
545,المخانيث تعرف,0
546,بغض النظر تصرف الفتيات المبالغ مايحق تصف الفتاه بابشع الصفات وتقول ساقطه الشباب اجننو ايفانكا والهاشتاقات اللي يسوونها ويقارون بنت بلدهم والاجنبيه ويصفون السعوديه با اسوء الصفات ماحد قال ساقط او حقير,0
547,ههههعهه,0
548,انا مزاجيه لعند مسمطتها,0
549,وراك وراك,0
550,تعليق تكفوون غبار,0
551,اوڤررر,0
552,اي انا كيوط هههههههههههہ بعدين انا مارد ورعان,0
553,انا خنزير مرمطون رجليكي مولاتي طلعي ميتيني,0
554,قضا عمري انا اقول هتعدي,0
555,اجبببببد مايحتاي,0
556,تعرفوا انا سنجل بحس بزهق صح مش دا يبقي بالوحده مش كدا برضه فكره انت كنت قاي,0
557,اي خل يتحملني مشكلته,0
558,عطله دوامنا دازين رول المحكمه اخيس رايت,0
559,مقطع يبي انيكه واريحه موجب خال متين سالب مبادل فحل عمه قحبه مفتوحه تفريش شرموطه,1
560,اللي يقولون نشوف انه مزيون وعادي اللي يسبون رءا الصبان انها شينه مدري وش اللي يعجبكم اشوف اذواقكم,0
561,يخربيتك دا قرف,0
562,اكثر شخص ينرفزك ١ يسمعك ويتجاهل ٢ يقرا يرد ٣ يناديك ويكرر اسمك اكثر مره ٤ كلامه الصح والكل,0
563,الجلسات معاكم شباب,0
564,بسم الله ابشرك ماعندنا عيال عم,0
565,الله ياخذ منبهات الجالكسي,0
566,بطني مالهم الا قال,0
567,والله وسامته عاديه ماتستاهل ترند احلا ماشفت زوود عشان هالضجه الحمدلله والشكر,0
568,تدري وش اللي يرفع الضغط بالليل الشبكه تعطيك ارسال كذاااااااب منتصف العمر,0
569,يمه يجلط رايح لندن وماهي عاجبته يقول مافيه شي يسوا بالله حطوه بربع الخالي ثمانيه عشان يتعض قال لندن ماهي حلوه,0
570,ماني شايل الا صنه الكافور عادي تستبدلونه بلوشنات بودي شوب الله يكتب اجري,0
571,الله يلعنه يووم,0
572,منجد الرجال يدعون المثاليه ويستشرف ومافي اخبث المشكله متزوجين وواحد سن جدي مايستحون عمرهم,1
573,انزلع مليت,0
574,استغفر الله ماخذ حلق زوجته,0
575,انا جيت وين قهوتكم,0
576,ايه يا وليه فيش الخير وين الفطار,0
577,فقعوا كرشتك,0
578,سيببوو ليي ودد الحرراامم دهه,0
579,كفو اجلدهم,0
580,الحينن يقولو زهرانيه يععني ظرفاء,0
581,شكرا بلاش اغنيه وطني النهار فضلكم مشاعر وبرمجه الغزو  مش عايزين بكاء ده نوع علاجات الصدمه,0
582,الله يصبرني لين ٣ ونص,0
583,رسميا سوني تعلن جهازين بتصميم جديد واطراف شاشه اقل السابق بحجم وبدقه كاميره الخلف بتصوير وتصوير بطيء بدقه سماعتين بالامام منفذ سماعه الرام بطاريه مافي اسعار للحين,0
584,هركب وادوس بنزين النااااس ال مش سلكين,0
585,يسلمو هاليدين انا بصراحه مصدوم حيل معقوله ناس بليز بليز نور مره ثانيه المنشن ممنوع دخول الارهابيين,0
586,الحين الرجال يغطي وجهه خوفا الفتنه يلحقونه الضفادع,1
587,,0
588,نهي تنتهك ماعندك سالفه انت ارق بنت بتويتر مشاكل شي,0
589,خايس,0
590,يا الكارثه اكبر اذا ترا جدار الباطن مهوبقصير للهدرجه تقلل شانه واتمنا ايضا اداره الباطن ماتمشيها للاشكال بالتطاول والتقليل نادينا العزيز الباطن,0
591,اي والله فشيله الله يهديهم يكثر امثالهم يفشلون والله والا كانوا الخليجيات قليلات حيا والله يضربون الامثال,1
592,احوال العثيم الي برياضض شفو حل لمشكلتكم انا بطاقتي ماستلمتها واكثرر عدلو غلطكم الله حاطيني تجديد وناا فاقد,0
593,ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه صذق الاقل اخونا المسلم يستاهل الرزق,0
594,بضحك وابتعد تستحي ترد بهالدنيا كثيير انا مافي احد جيتني اجرحك تقت,0
595,تعلموون الفرق صوتي وصوت الرصاصه الرصاصه تاخذ الروح وصوتي يرد الروح وﻵ حد يقولي فويس,0
596,منظمه الصحه العالميه تصنف العزاب الاعاقه الاحتياجات الخاصه شيت,0
597,قضيه الاغتصاب دليل جديد ضد حفيد مءسس الاخوان,3
598,كش بخيل,0
599,طيب الله يسعدك تجيب طاري الدين سمحت,0
600,دور القافط,0
601,مو غلطي اذا الشارع مافي موقف سيارات قديمه وتاخذ المواقف,0
602,اقوا بكثير دوله استحلت ٣ساعات,0
603,اسافر اشتاق اهلي واغنا مليت طول الهجر ابكي امسح دموعي بالدولارات,0
604,تملك عمر واحد ابحث راحتك وافعل تشاء,0
605,اصلا بطلوووووها نظام ابراج المراقبه ياشيخه انشغلي وش المرض اللي واضح مهووسه,0
606,خلاص البنات خققققوا ارتاح وترك البعاااااااع ههههههههههههههههههه الغمازات غلط انت تشششق وجهك يا بعااااع,0
607,صباحك عسل نحل والنعمه  طول ماانت بتتنك مش هنفذلك اللي انت عاوزه ابدا,0
608,صغير جده وصغير المملكه الطحلب الضفدع,3
609,اي والله كملوها الخميس,0
610,ابغاء حل للكحه,0
611,يشوف شكله يمارس الطقوس الغريبه والمنفره غريب امره والله وعجيب حاله دين ولد واي فكر عاش العوض ابوك ياهتون,0
612,الله يخلف الحيا زمنه المتخلفات فاهمين الحريه غلط عبالها وانها ملفته وم تدري انها رخيصصصه مرض,1
613,اربطها بشعب معين الشي المضحك اضحك الا الي بالي بالك معليش ماقدر,0
614,تحب تفضفض لحد وتحكيله اسرارك حياتك الشخصيه اتاكد انك ماسك كام ذله الاول باب الامان والاطمءنان,0
615,تتامل واجد تستعجل بالتخرج  كانت محبطه للغايه,0
616,تويتر ليه تحذف متابعيني انا شنو مسويه ليه تكرهني مرت ابوك انا جاوب بينا ثار بينا دم علمني ليه هلون ليه,0
617,اجل ترقب الميوت لين ينزل بلوراي,0
618,وش رايكم,0
619,صادقه,0
620,ههههههههههههههههههههههههههههههههههههههههههههههه,0
621,ريحتها زقان,0
622,لا عتاب هيشفي جراح هيجيب اللي مسم,0
623,واو انبهرت,0
624,الولد فتنه وجميل ماشاء الله ماتوصل مضاجعه يعني ماتخلصين ماشفتي حلو رحتي تضاجعتي معاه ماعاد بوه حياء دين,0
625,فشلونا والله هالمشافيح,0
626,اربع مو الف,0
627,ابتلشنا بالمراهقات وقليلات الحيا اختتك ياصبي بطلع الجنبيه,1
628,اجمل مافي المراه الحياء اذا ذهب الحياء ذهب جمالها حاولت اصير اخلاق المنظر تبن الزبده لابوكم لابو جمعكم يا الزباله,1
629,والله طلعوا الشباب مزز الحلوين المزز يحطون سناباتهم بكحل شباب وبنات اهم شي حلوييين,0
630,شكرا ليكا لدعم موقفا استاذه اصول,0
631,كفايه لصوره الكلب والحاجه خلاص بقت كلبجيه اتفو,0
632,لوعه كبد,0
633,ايشو,0
634,وشوبالنسبه للاجازه اللي انا قضيتها نوم وشكلي هكمل اليوم نايمه,0
635,معليه الوكيند يصير خير,0
636,صوره العرض جابت نفسيه,0
637,شغال تمام محارب,0
638,التعليقات اللي تصير وربي انا اقراها انحرج بقوه عييييب وشق جيببب مو لهدرجه تطيرين اخلاقك رجال مادرا هواء بالك خقي معليك مبالغه وشي مقزز,0
639,وانابشقتها تجي السلقه اختهاالثاني وبالقوه يشيلون ملابس ويجبروني اسوي حركات وصخه وقذره ماكنت اصدق القا فرصه وانحاش شقتها اطلع الشارع ملابس داخليه فستاني ارني فيهاوفي اختهاعجاءب قدرتك مبغاها يارب عيالهم ابيها فاطمه ورحمه الله لايرحمهم,0
640,القهرررر ان فريق الدشاره مايحتاج اسقاط ولايه هن خلقه اللي مجرد ذكور والنماذج الوسخه تزداد تفسخا والمضيق المهدره مصالحها تخرج طوق العادات والتقاليد,1
641,ليش دا تطلعلي حبوب يا,0
642,شكرا,0
643,حبيبتي رويال خلج بعيد هالسوالف تخسرين متابعينج بهالمواضيع الواضح كلام النمران انج معاه فاللي يسويه هالشيء غلط وعيب ومب رجوله كمبدا بغض النظر تصرفاتها الشخصيه,0
644,فيديو عجيب لكلب يحمل جذع شجره ضخمه فمه يبدو فك الكلاب اقوا ممانتصور,0
645,تعالي واعمل الي انت عاوزو,0
646,الله يسامحكم يوم حركت تعلقون مفروض تعطونا تعويض البنزين فللت ٩٠,0
647,ملابس قوشا روبشينسكي روسيا  يعتبرونه كشخه شكله خايس,0
648,المستشفيات لا يغرگم هدوء الممرات وراءحه المعقمات تلگ الابواب ارواح تضج بالاوجاع  اللہم ام ين اشفي مر,0
649,ااااههععععخخخخ الله بببسس,0
650,الرجاجيل الطرم ابرك العن ام الحقد اللي يذكرك بسالفه الاسبوع اللي طاف والشهر اللي طاف والسنه اللي طافت واللي غضب مالت مالت النوعيه,0
651,يا الليل,0
652,ابي اسحب الاسبوع,0
653,جهه طارت هالتغنيجه,0
654,اكره الي,0
655,هيء باقت كده,0
656,هههههه شال روحك فيدك,0
657,بدا يطبل لبلووتوو,0
658,طبعا استغفر الله الله يستر ويرزقها بنت الحلال,0
659,ويييع,0
660,احسن مره منحطات,0
661,ملء اقول اخيه,0
662,حركات كفار,2
663,اول لايك استاهل اضافه,0
664,كاظم الساهر يقول احتاج شيء يجعلني احزن تعال وشجع النصر يخليك تعوووي الجعري ههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,0
665,يعععععععع,0
666,انشلخ لوح راس التيس,0
667,اغلب اسباب ابتسامتي سواليف مخي خلوكم تذكرتك فتبسمت,0
668,بطرش ابو ذوقك,0
669,مواليد برج الكلب,0
670,اوردا الجبان قاتل الا,1
671,الله يديم النعمه,0
672,اوك ومش تسحب اكثر,0
673,الي يبغا يكون ديوث امه رتويت وتعال خاص ابغا ديوث ولد منقبه شرموطه سادي شرموطه مشتهيه منيوكه كلبه ذل سالب خنيث ديوث طفلتك اه قحبه ممحونه مشتهيه ماسوشيه,0
674,ماقهرني حاط لوحه وكاتب اشتر بعدين صور يالللللههه يالاستفزازز,0
675,يع مريضه يع اغباها بنت قولتك مقهوررين الملكه,0
676,عارف ان جمهوره ماهو كفو يعبي الملعب,0
677,انا ادري ذابحتهم الغيره الاستقرام كثر ماخقيت المزيون ابو كليجه جوني كثير شباب يتابعوني وانا ماعندي شي اقدمه بحسابي والي مسوي شريف ماخليتهم قصفه جبهاتهم واحد حر برايه ويوم ام غمزه اشوف عادي الوضع ليش يجوز وحنا,0
678,حرام شهرتو بالولد,0
679,الله غزل البنات يفتح النفس اخطب ولد مين مو الناس اذا شاف بنت يتكلم بشرفها ويسوي الحيوان الفحل يقذفها ويشتمها ويتخيلها جنس وقله ادب وعععع مقززين,0
680,ماراح للي يستاهل  انا اتعب يستانس ليش,0
681,كلامك صحيح فالتطهر نجاسه سبع مرات واحداهما بالتراب اعظم النجاسات,0
682,ماحدث قلت ادب ترضا زوجتك او تكن تسوي تتصور او تنظر  مايحدث يخدش للحياء يوسف السلام ماتركوه قد ثوبه دبر,0
683,صباحك اجمل الشكوا لله مافيك حيله نايف,0
684,بنات انانيه وين سنابه,0
685,اوهووو الفايده الا,0
686,شوف الدنيا مقلوبه وش شي يفشل ويقهر الوقت,0
687,المشكله حالي واللهي,0
688,اماااانه ايش خاقين عشانه امريكي,0
689,بعدني فالبيت اوصل بقولش,0
690,مقاله الاستاذ عماد اديب موجهه للمعارضين الشرفاء الحارصين مصلحه الوطن اكيد مش موجهه لامثالك انت ومعتز فهمت غلط وضيعت الحلقه ماتشتم وتطلع حقدك وكرهك لمصر,1
691,اسبوع هبه تنسونه الهنديه عجلو بالله حامت تسبدي مكان اشوف صورته طلابه,0
692,شكرا المعلومات داءما يسرق الغراب السمك اقدر اخلي سمك برع الحوش مدري ليش يسرقنه وايد بركاء,0
693,متخرج واحارس افادتي تاريخ ٢٧ ٠١ بنكمل غرفه العمليات مادري المعالجه اروح الاسبوع الجاي بتكون بارزه اشوف برزت شي اجراءات ابطا السلحفاه تمشي,0
694,انا شتمتك,0
695,امكن انا الوحيده اشوفه حلو بسم الله كانه معصب,0
696,اذا سولفت واحد وكرر يارجال وسع صدرك او عساك سالم معناتها تصجني وتلايط ترا موضوعك مايهمني,0
697,وش ذا الفيس يا راكان تحاول تستفزنا شاك انك خدمي مندس اظهر حقيقتك,0
698,عزيزتي المحجبه الحجاب  يشمل الاذن والرقبه لفات جعفر المنصور بلااها,0
699,امشي انتي طلعتيش صاااحبتي قولتلي انا بدلع,0
700,تعصبوني ماك ديو,0
701,اقول وتستااهله وشوي بحقك,0
702,خلاص يابنات طالت السالفه ترا  اني مكانه ارفع قضيه وحده صورتني ونشرت صوري او فيديو  واربح ملايين يهجدون,0
703,هذه الايام العام ١٩٩١ مواطن مقيم هذا الارض له كامل الاحترام والتقدير صموده نيل الاحتلال العراقي القذر حرق الحرث والارض والنسل رحمه تحمل الاذا الاعتقال والاسر والاستشهاد التحيه والاعتزاز والاكبار,1
704,محدش بيعرف يرخم عليا,0
705,الله يلعنكم الكومنت عقبال ماتتسممون وتحترقون واتطيحون فحفره مخلفات كيماويه وتصيحون ونهار مخدر يعلكم تتبهدلون طول حياتكم الزق الارف مسودين الويه اااالللهفغخغبغخفهزناهااالللبهغهفيهفخغخخغبخغبغخ,0
706,يا الله اوقحكم ايش نوعيه البنات يع الحمد لله اني بعيد,1
707,ابي مبادل جاد من١٩ يجي خاص يعرف ويرسل صوره موثقه ليحاول قسم بلله مليت ون ادور معاد جادين مبادل مبادل,0
708,العربيه متكلمه باءع الكليجا وين وصلنا جد شيء يفشل,0
709,انتهت صلاحيتي وماحد اخذني,0
710,طيله حياتي انقهرت وانغبتت  مثلللل اليوممم,0
711,تء تقريبا عرفت اصلا,0
712,اي والله اهدا,0
713,انتو دولتكم محتله الفرس وحريم السلطان يا اخوان بني صهيون خلكم فشبك فحليب لحمير يا اغبا شعب,1
714,قطعتك الرجوله ال,0
715,شكله عادي الشي الثاني قبح الشفاحه والنزول المستوا خلصت الكواريه المايعين والهنود المروحين جا دور بايع بالشارع يترزق الله الله يسترنا,1
716,ايوا ان كيدهن عظيم فعلا,0
717,بلاي شخصيه,0
718,مبشغلش دماغا بعالم متكبره ملهاش لازمه,0
719,انا اخر مره هلعب,0
720,بفتخر الاتحاد لاكن الهلال,0
721,مفيش فايده خويه,0
722,ابواق الشرعيه التابعين للاصلاح والممولين نظام الحمدين تخسون يا ارذل الناس  ابناء الجنوب شرفاء اذا عاهدوا يوفون لايعرفون الخيانه تفعلون,3
723,ان شاءالله يجيكم نامس يلعب بحسبتكم استاذ بدر هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,0
724,يحبك عمل هيك,0
725,البنات تعالو فضفضو شفيكم ايش الهبل تراه عادي واقل عادي اركدو اركدو جعلكم منيب قايله فشلتونا,1
726,شيء يفشل يفشششششل جد سوااد وجه الله ياخذكم,0
727,الاتراك اقذر ناس والله انهم وصخين يهتمون بالنظافه الشخصيه يقلدون الاوربيين الحمام الله يعزك الاوربيين يغتسلون نظافه منديل يمسح ويمشي يوم تكلمت حلاق تركي وسيم قسم بالله ريحه ثمه خياااس تقل جرذي ميت بطنه,1
728,اكتبوا اشيا زينه ماتقعدون تتدخلون بامور مالكم دخل,0
729,اتحداك تعيشين ذكر باقي يجي خمسين يطردون رجل واحد حتي يفر لشجره فياخذون عود ويلمسونه يشمون ريحته ياليت اعيش الوقت الطقه للوحده لايعني تعليق او هجر الزوجه يسويها خسيس,0
730,الريس السيسي هدم سنه حلم الاخوان الخنازير ولعنه الله الزنديق سيد قطب,3
731,ليش كبودكم منفقعه هاه علشان البنات تغزلو  عرفتو الدين والحياء وانتو يوم طاحين هنديه والي قبلها رءا الصبيان وحليمه وبنت ترمب,0
732,اووفر اطعنهم,0
733,مركلي مسوي منزعج مناك,0
734,لازم البوسه زواجات الاجانب كتوثيق زي المهر يااغبياء ماتشوفون افلام اجنبيه انتو,0
735,الناس يصيحون دبي مول اتركو الكوميديا وانتو الهاشتاقات اتركو التمثيل,0
736,تراك غثيتينا زينه مسوي انا المز العصبي ابو نظرات حاده خرا زي وجهك,0
737,لاتحاول تهكر حسابي يا العبد,0
738,يشهد التاريخ اجل ٢,0
739,بكره تلقا البلديه عالباب وتلزيق طوابغ مغلق لعدم وجود رخصه,0
740,ياصبر الكويت وش هالزق الجديد,0
741,تحبنا حيل اسمل,0
742,قرده معدله شطوره,0
743,ههيه هيه هيه انا احب بوراك حب اخووي اما حبي لجوكهان حب زوجي شي شي ثاني تلخبطيهم وزوجي محترم لدرجه مايبي يزعل صديقه,0
744,تببعت نكووووح,0
745,منجد يع بنت عالكره الارضيه سلمت البنات يقولون واحد حلو قالوا حطب جهنم,1
746,دزت حدا واحد البوليسي درت ليه هاكا مفهم وزه,0
747,باسمي اتبرء الاناث ماعدا النسويات,1
748,وعندج خير,0
749,اختي انا مطالبك جمله وتفصيلا اسلوبك انا ضده تماما مافي شي اسمه اصل وفصل ومجنسات سعوديات اي شي مسلمات ترا محد داخل الجنه باصله وفصله ابو مافاده اصله وفصله ندخل الجنه بهوياتاتنا سعودي اجنبي شامه ربحه العنصريه كثير فتره تويتر,0
750,الاحد محاضرتين اورثو والتلات سكشنين اورثو والاتنين والاربعاء راوند اورثو يعني ناقص انام احلم بالاورثو,0
751,اكيد انتوو مسلمين,0
752,اغسلهم وامسح البنش عشان الدرجات,0
753,مثلا,0
754,متزعلش حد اختار انه يخسرك,0
755,عيب يالبقره انتي واذا حلو وش بتستفيدين يومك تصورينه وتصارخين تراه بيتفل فشلتونا الله يفشلكم,1
756,اعرف وحده زوجها هجرها اكثر ١٥ سنه حرمها الخلفه وتطلب الطلاق ومطنش هاذا تزوج ثانيه وجاب عيال تنتظر خلع الين ربي فرج همها طيب ياللي تخاف ربك ضيعت مستقلبها وحياتها ليه  ولان مافي قانون يردعهم كثروا المجرمين النوع,0
757,عمتي انجبت اربعه بنات  زوجها يهددها بالزواج اخرا  انجبت بنت  فبقا ينام الفيلا الجديده للضغط  حملت بصبي  يوم للمستشفا ماصدق  يسلم قضيب اسبوع ومات الطفل  هددها  حملت وجابت ولد  صحتها تدهورت  المهم تبن وزوجها الجاهل  اعني عمتي ,0
758,كرهت الخبز يالله سترك خلاااص اخوي اذا جا يشرح البوفيهات والهنود والحشرات الي تتمشا,1
759,الله بياعين الوهم والضحك الناس,0
760,يعني ظاهرلي بسببك كالعاده,0
761,الله اعرفك يا نجلا رايك وتعليقك بهالملحجه والمسعورات حق راعي الكليجا عجبني انتي جد عشرينيه اشك انك ال وناضجه الكفايه مشالله البنات نجلا ابفهم شلون يخضعون ويذلون ويخقون,0
762,خخخخخخخخ نسف جبهه جستنيه نسففف اللهم لاشماته,0
763,اظبطي,0
764,حدا طلب تبني ارض ستك وحكيك هيك عيب استهتار اصلن انتو دوله مستهترا شعبها وانا رايي انتي بتستاهل تكون وزير الزباله مش الطاقه روح فتش حل هيداي شغلتك مش تتمسخر المواطنين او استقيل ورايحنا,0
765,انا عربي,0
766,النور,0
767,لاحول هناا الله يعينه اتوقع الحين كاره الكليجا الا صح وشو الكليجا,0
768,هد التلفون,0
769,لهلق ندمانه ليش سكرت حسابي القديم بتويتر,0
770,كفشتك لاعد تعيدها,0
771,سالفه سخيفه وقناه اسخف,5
772,خساره تربيه يربي ويتعب واخرتها تخقين وتتغزلين بالبياعين صدق تستح فاصنع ماشءت,1
773,هتجوز تااني واشطا يعني متشلش همي,0
774,خروفات الله لايبلانا اثقلو وبلاشي محنه,0
775,مو يخترب السنترال,0
776,تخسين,0
777,مادري اش يحسون هالنوعيات المقرفه ياربي ينقرضون البنت اللي تعمل ولد,1
778,شان انا ابغا ابيع شخص عايدي اجل انا مكانه ايش تتوقعون يسوون,0
779,بوش بوش,0
780,شكلك مواصله روحي نامي واذا صحيتي كلمي خواتك والا خوياتك وجبيلهم مكسرات واجلسن دورن الاسم,0
781,استاذ مختار ياليت تنزل طريقه لتعليم الطفل نطق السكون والشده والتنوين,0
782,ياليتهم غيرو المعالج خاصه ندري بينزل السوق الغالب بينزل,0
783,يب,0
784,حيوانين نزلو الخبر وضع الولد  انقلش تفهمو  يعني مستحيل الشركه مافيه احد مايعرف انقلشش ترا عصبتتت وتعكر مزاجي,0
785,اعرف ليش احنا ناقصات عقل ودين بعدين افتي وتكلم,0
786,نه,0
787,نشوف اليوم,0
788,شكلك شفت كومديي جده,0
789,تتوقع الجميع نفس اخلاقك وردود افعالك نعم الطين واحد لكن اﻷرواح تختلف,0
790,ايش هالجامعه الي ماعندهم كراسي لازم اسبوع نسرق كراسي كلاسات ثانيه,0
791,ياوووووووووووك وربي جلد فخم ملكي كاني بطحلبي بيطمر ويعزز شاف الجلد,0
792,٤ تفتحو نفسيتكم للحياه,0
793,استغفر الله,0
794,يتركون اوطانهم وياتون لمصر ليتقمصوا دور البطوله نفايات قذره يجب حرقها حتي لاتلوث البيءه المحيطه تحملت مصر الكثير النفايات وحان تطهيرها تستنشق هواء نظيف الزباله,1
795,يعني تمنعوها دا انا اروح فيكوا داهيه,0
796,اقصد عبدالله جليغم,0
797,انا اذا علقت مغرد او سرقت تغريده ماهو ناته اني احبه ياخبول يالي معزا جدتي تفهم اكثر الي احبه ماراح اجيب طاريه انتم وغد الذيب الي جحره ماسلم فهمتو اعيد,0
798,اناا اعششق حاايل شكله مااحلفني الحظ,0
799,مدا وصل التعصب الرياضي  اصبحت انديه الوسط مغموره بمجرد وصلوها لهدف تستطع انديه الكبار وصولها  قوه بالله,0
800,مانع سمح الله,0
801,رتوتوا تعبت وانا ارسم,0
802,بتموت مش بتحس انك ميت اللي بيتالموا الشء بتكون غبي,0
803,والله قل الدين المجتمع مافيه رجال يردعوون بناتهم سفييهات اللي الوحده ماتستحي والا مافيه امهات تربي بنتها الحياا دين حياا,1
804,الانحلال اللي خفنا,0
805,كولو تبن وش سويتو يوم تجي ايفانكا يهوديه مسلم مصلي مسمي وللمعلوميه ماعجبني برد الذكور,1
806,الكلام ده حقيقه مجرد اشاعات,0
807,تعالي,0
808,شكلي هموت اوصل اكتوبر,0
809,يعجبك اللي اسويه يا ديوث بزبي الاسود الضخم زوجتك القحبه تفرك كسسسها تنتظر زبي انت زبي تلهث كلوت زوجتك يا,0
810,ياربي اش الخبر الززززززززين مبروك للجميع وويكند سعيد قلوبكم يارب,0
811,عيب تتفلين,0
812,مجنون وين الغيره ليش ماتغار هاه,0
813,تاخد نصيحتي اشمعنا اصلي مبعملش بيها حاجه,0
